#;X;Y;Z
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;0;0;8
1;1;1;8
1;0;0;8
1;0;1;8
1;1;1;8
1;1;1;8
1;0;0;8
1;0;1;8
1;1;1;8
1;0;1;8
1;1;1;8
1;0;1;8
1;1;0;8
1;0;0;8
1;0;1;8
1;1;1;8
1;0;0;8
1;1;1;8
1;1;1;8
1;0;0;8
1;1;0;8
1;0;0;8
1;0;0;8
1;1;0;8
1;1;1;8
1;1;1;8
1;1;2;8
1;0;0;8
1;2;1;8
1;2;1;8
1;1;1;8
1;1;1;8
1;0;1;8
1;1;1;8
1;1;1;8
1;0;0;8
1;0;1;8
1;0;2;8
1;2;0;8
1;0;2;8
1;2;2;8
1;1;0;8
1;0;0;8
1;2;2;8
1;0;0;8
1;2;0;8
1;1;0;8
1;0;2;8
1;0;1;8
1;1;1;8
1;1;1;8
1;3;2;8
1;1;3;8
1;1;2;8
1;2;3;8
1;3;0;8
1;0;3;8
1;0;3;8
1;0;2;8
1;3;3;8
1;2;0;8
1;0;1;8
1;1;2;8
1;0;3;8
1;2;0;8
1;1;0;8
1;1;1;8
1;0;3;8
1;1;2;8
1;3;1;8
1;3;0;8
1;1;2;8
1;3;2;8
1;1;2;8
1;3;1;8
1;3;1;8
1;2;0;8
1;4;3;8
1;3;3;8
1;3;2;8
1;4;1;8
1;2;2;8
1;2;2;8
1;1;0;8
1;2;2;8
1;4;4;8
1;0;4;8
1;4;4;8
1;0;1;8
1;3;3;8
1;1;0;8
1;0;1;8
1;2;1;8
1;3;4;8
1;0;1;8
1;1;4;8
1;2;4;8
1;4;0;8
1;3;4;8
1;4;4;8
1;4;1;8
1;4;0;8
1;1;4;8
1;4;4;8
1;5;1;8
1;2;0;8
1;1;2;8
1;3;2;8
1;0;4;8
1;2;4;8
1;2;4;8
1;1;1;8
1;5;2;8
1;0;3;8
1;2;1;8
1;5;0;8
1;1;0;8
1;1;2;8
1;0;3;8
1;0;4;8
1;3;2;8
1;0;3;8
1;4;4;8
1;4;3;8
1;4;5;8
1;5;1;8
1;2;4;8
1;2;4;8
1;1;4;8
1;3;4;8
1;2;2;8
1;4;2;8
1;5;3;8
1;4;1;8
1;1;5;8
1;2;6;8
1;0;6;8
1;0;1;8
1;0;5;8
1;4;4;8
1;5;2;8
1;6;0;8
1;5;2;8
1;0;0;8
1;4;1;8
1;3;2;8
1;3;0;8
1;2;3;8
1;2;2;8
1;2;6;8
1;1;1;8
1;3;3;8
1;5;0;8
1;6;0;8
1;4;6;8
1;0;7;8
1;5;3;8
1;3;5;8
1;7;5;8
1;1;2;8
1;2;2;8
1;1;2;8
1;0;1;8
1;2;6;8
1;7;5;8
1;7;2;8
1;5;7;8
1;7;5;8
1;3;2;8
1;0;4;8
1;4;0;8
1;7;2;8
1;2;2;8
1;7;5;8
1;7;4;8
1;7;0;8
1;2;0;8
1;8;3;8
1;4;8;8
1;2;5;8
1;5;1;8
1;5;7;8
1;3;2;8
1;0;5;8
1;1;6;8
1;4;7;8
1;8;3;8
1;2;5;8
1;5;8;8
1;1;0;8
1;8;1;8
1;4;7;8
1;4;7;8
1;0;5;8
1;6;7;8
1;2;3;8
1;8;4;8
1;8;8;8
1;1;1;8
1;3;4;8
1;1;2;8
1;5;6;8
1;5;7;8
1;5;9;8
1;6;9;8
1;8;9;8
1;1;4;8
1;8;1;8
1;6;6;8
1;8;2;8
1;3;4;8
1;3;9;8
1;5;2;8
1;0;5;8
1;8;1;8
1;5;9;8
1;2;1;8
1;4;5;8
1;0;5;8
1;6;0;8
1;8;8;8
1;6;6;8
1;7;0;8
1;8;6;8
1;8;1;8
1;1;0;8
1;4;0;8
1;7;3;8
1;3;10;8
1;9;1;8
1;2;8;8
1;4;0;8
1;7;0;8
1;1;9;8
1;5;0;8
1;2;4;8
1;6;0;8
1;9;7;8
1;8;7;8
1;1;0;8
1;5;1;8
1;5;8;8
1;2;9;8
1;4;3;8
1;4;9;8
1;5;3;8
1;7;7;8
1;6;4;8
1;9;9;8
1;3;2;8
1;5;5;8
1;6;8;8
1;3;7;8
1;7;10;8
1;4;10;8
1;8;5;8
1;11;5;8
1;1;4;8
1;4;9;8
1;4;11;8
1;8;8;8
1;3;10;8
1;7;10;8
1;2;1;8
1;6;2;8
1;2;7;8
1;2;9;8
1;1;5;8
1;3;4;8
1;4;11;8
1;9;6;8
1;9;4;8
1;1;11;8
1;3;10;8
1;8;7;8
1;2;2;8
1;3;5;8
1;5;5;8
1;0;0;8
1;1;9;8
1;7;4;8
1;2;6;8
1;11;0;8
1;2;7;8
1;6;6;8
1;11;6;8
1;10;0;8
1;4;2;8
1;9;7;8
1;4;2;8
1;3;12;8
1;0;2;8
1;4;0;8
1;3;7;8
1;9;10;8
1;4;10;8
1;11;2;8
1;7;7;8
1;5;12;8
1;11;5;8
1;2;11;8
1;8;4;8
1;7;12;8
1;13;0;8
1;0;12;8
1;3;7;8
1;11;9;8
1;11;8;8
1;11;10;8
1;9;5;8
1;11;7;8
1;7;13;8
1;1;10;8
1;6;6;8
1;4;12;8
1;6;3;8
1;9;5;8
1;9;9;8
1;12;4;8
1;10;9;8
1;11;0;8
1;13;3;8
1;1;10;8
1;6;11;8
1;8;2;8
1;2;5;8
1;3;5;8
1;8;13;8
1;3;4;8
1;10;8;8
1;5;6;8
1;3;10;8
1;9;1;8
1;14;6;8
1;10;11;8
1;4;0;8
1;5;3;8
2;10;13;16
1;8;1;8
2;11;11;16
1;10;5;8
2;10;13;16
1;3;3;8
1;12;4;8
2;9;14;16
1;5;9;8
1;9;7;8
1;4;3;8
1;6;3;8
1;10;5;8
2;9;13;16
1;9;12;8
1;7;1;8
2;14;15;16
1;4;3;8
2;10;14;16
1;6;11;8
1;4;9;8
1;2;10;8
1;5;7;8
1;12;1;8
1;5;7;8
1;6;13;8
2;15;14;16
1;12;9;8
2;13;10;16
1;6;11;8
1;12;4;8
1;9;12;8
2;7;15;16
1;2;13;8
2;14;13;16
1;6;5;8
1;3;9;8
1;2;5;8
1;6;14;8
1;12;5;8
2;13;14;16
1;6;8;8
2;9;14;16
1;12;1;8
1;2;8;8
1;3;6;8
2;12;16;16
1;9;5;8
1;0;4;8
1;8;1;8
1;16;1;8
2;12;14;16
1;14;3;8
1;4;4;8
2;13;14;16
1;1;5;8
1;10;8;8
1;4;5;8
1;3;12;8
1;6;7;8
1;4;3;8
1;14;5;8
1;3;8;8
1;3;3;8
1;9;9;8
1;13;2;8
1;0;13;8
2;16;10;16
1;15;0;8
1;7;1;8
1;5;4;8
1;3;11;8
1;17;3;8
1;6;7;8
1;16;0;8
1;11;1;8
2;13;13;16
2;11;17;16
1;0;17;8
2;14;8;16
1;14;6;8
1;0;15;8
1;8;6;8
2;8;14;16
1;10;0;8
1;11;5;8
2;12;14;16
2;12;10;16
2;17;15;16
1;4;17;8
1;10;7;8
1;1;9;8
1;2;3;8
2;18;16;16
2;17;15;16
1;9;4;8
2;14;13;16
1;4;1;8
1;8;4;8
2;16;16;16
2;18;9;16
1;11;7;8
1;9;3;8
1;6;2;8
2;16;7;16
1;4;0;8
1;5;9;8
1;5;13;8
1;1;4;8
1;0;5;8
1;17;3;8
1;11;5;8
1;11;10;8
2;11;11;16
1;6;14;8
2;9;14;16
1;2;4;8
1;14;2;8
2;17;8;16
1;1;5;8
1;10;5;8
2;16;8;16
1;10;4;8
1;0;18;8
2;4;19;16
1;8;4;8
1;3;5;8
1;3;7;8
1;2;19;8
1;5;15;8
1;0;5;8
1;5;4;8
2;16;13;16
1;6;6;8
1;5;14;8
1;3;1;8
2;17;14;16
2;13;14;16
1;13;8;8
2;15;14;16
1;2;17;8
1;15;6;8
1;7;4;8
1;17;4;8
1;8;8;8
1;1;16;8
1;16;1;8
2;8;17;16
2;9;15;16
2;5;19;16
1;0;15;8
1;3;3;8
2;14;13;16
1;0;17;8
2;9;20;16
1;1;2;8
1;11;2;8
1;5;8;8
1;4;11;8
1;1;15;8
1;12;1;8
2;16;7;16
2;18;8;16
1;16;0;8
2;9;18;16
1;14;6;8
1;20;0;8
2;21;11;16
1;10;7;8
2;15;11;16
2;21;6;16
1;0;10;8
2;19;3;16
2;18;18;16
1;3;9;8
2;14;13;16
2;16;18;16
2;21;6;16
2;21;2;16
1;1;5;8
1;17;3;8
1;16;4;8
2;12;21;16
2;16;15;16
1;16;4;8
2;12;17;16
1;11;10;8
1;12;6;8
2;15;10;16
1;10;7;8
2;11;11;16
2;21;12;16
2;21;19;16
2;19;20;16
2;21;6;16
1;11;1;8
1;14;0;8
1;5;15;8
1;10;1;8
1;6;1;8
1;8;12;8
2;22;3;16
2;18;6;16
2;9;17;16
1;7;11;8
2;16;13;16
2;8;15;16
1;3;4;8
1;0;15;8
1;10;10;8
2;20;9;16
1;8;6;8
1;11;5;8
1;9;8;8
4;1;23;32
1;13;5;8
2;22;21;16
2;23;13;16
1;10;5;8
1;2;7;8
1;6;13;8
1;5;10;8
2;9;21;16
2;10;13;16
1;0;11;8
1;1;1;8
1;3;1;8
1;15;3;8
2;9;15;16
2;21;9;16
1;9;10;8
1;2;7;8
2;15;8;16
2;18;9;16
2;7;22;16
2;22;17;16
2;3;19;16
2;10;22;16
1;5;2;8
2;14;23;16
2;3;19;16
2;15;24;16
2;5;18;16
2;21;13;16
2;14;20;16
1;11;10;8
2;4;21;16
2;4;23;16
2;12;20;16
2;11;23;16
1;2;2;8
2;12;22;16
2;24;4;16
2;20;3;16
2;22;20;16
2;23;10;16
2;19;20;16
1;20;1;8
1;1;3;8
2;12;23;16
2;21;14;16
2;6;23;16
2;16;13;16
1;16;2;8
2;13;16;16
2;18;21;16
2;11;23;16
1;4;17;8
2;22;8;16
2;11;22;16
2;16;21;16
2;8;19;16
1;6;9;8
2;5;17;16
1;5;4;8
1;11;4;8
1;8;13;8
2;19;25;16
2;16;7;16
2;24;11;16
2;20;24;16
